distance_m_mean,distance_m_max,distance_m_std,location-lat_count,rows,M2_ACC,M30_ACC,M60_ACC,AgeInMonths,sampleFreq,epochLength,breed_enc,sex_enc,neuter_enc,species
16.957609685697136,16.957609685697136,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
144.34440146017394,144.34440146017394,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
60.26136077667993,60.26136077667993,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
193.1610425041232,193.1610425041232,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
187.19104497408927,187.19104497408927,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
272.05872104749415,272.05872104749415,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
195.0978483160726,195.0978483160726,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
511.31333199282335,511.31333199282335,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
656.5619088520955,656.5619088520955,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
760.9183354909034,760.9183354909034,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
305.65709429303826,305.65709429303826,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
663.9785708243066,663.9785708243066,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
3.5709787099735917,3.559905441931366,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
563.8991405117683,563.8991405117683,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
689.254906658649,689.254906658649,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
65.62173073630757,65.62173073630757,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
97.77446380012316,97.77446380012316,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
99.04486908336963,99.04486908336963,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
107.43330753709768,107.43330753709768,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
49.49162749745957,49.49162749745957,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
934.5115220624092,934.5115220624092,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
17.425300562523,17.425300562523,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
19.17114425812962,19.17114425812962,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
80.17235751735343,80.17235751735343,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
